TRUE,fit,prediction
-0.00264,,-0.000164229
-0.00381,,0.00102947
-0.00678,,-0.002241183
-0.01582,,-0.012862679
-0.00787,,-0.008711834
-0.00092,,0.002212139
-0.01184,,-0.013979344
-0.01234,,-0.001496919
-0.00562,,0.00113527
-0.00278,,0.00318633
-0.00418,,0.000442689
-0.00158,,-0.006590093
-0.01136,,-0.008476074
-0.0119,,-0.009600606
-0.00769,,0.002108743
-0.01852,,-0.009168689
-0.00504,,-0.005316324
-0.0005,,0.009926789
-0.00984,,-0.006572827
-0.01584,,-0.01302916
-0.01384,,-0.001187585
0.00566,,0.004234583
-0.01058,,-0.00618003
-0.00322,,-0.002258793
-0.00136,,0.004397016
0.00243,,0.008135261
-0.00946,,-0.003480978
-0.00778,,-0.008102451
0.00184,,0.003094221
0.00389,,0.003887631
-0.01692,,-0.015885372
-0.01901,,-0.011787117
0.00603,,0.004739219
-0.00889,,-0.002242604
-0.01516,,-0.011820684
0.00729,,0.00863753
-0.01449,,-0.013680628
-0.0064,,0.000100833
-0.00762,,-0.00114152
0.00449,,0.001153157
0.006,,0.002591156
-0.01153,,-0.003064539
-0.00353,,-0.000489272
-0.00055,,-0.000187024
-0.01465,,-0.010899666
-0.012,,-0.010976464
-0.01531,,-0.014669202
-0.00475,,-0.003968888
-0.00123,,0.002182802
0.00086,,0.001232848
0.00044,,-0.000239635
-0.0037,,-0.004038538
-0.00978,,-0.007932793
-0.00915,,-0.008743355
-0.0029,,0.000339551
0.00179,,3.21E-05
0.00297,,0.004321318
0.00195,,0.004986262
-0.02065,,-0.012569232
-0.00259,,0.003848935
0.00058,,0.000968203
0.00492,,0.005440863
-0.00243,,-0.000570641
-0.00146,,0.000267386
0.00021,,-0.001493506
0.00156,,-0.000334858
0.00447,,0.003160612
-0.00679,,-0.005463635
-0.00087,,0.003499607
-0.0015,,0.002316834
-0.00591,,-0.003240775
0.00089,,0.00149736
0.00576,,0.011566999
-0.0012,,-0.001111926
-0.00235,,-0.001646766
-0.00251,,-0.00019272
-0.00331,,-0.001111926
0.00148,,0.000278263
-0.00504,,0.000213037
0.00046,,0.003431072
0.00151,,0.005695254
0.00564,,0.004288754
0.00676,,0.006553333
-0.00236,,0.001690231
0.0094,,0.011877627
0.00429,,0.005695254
0.00214,,0.003231421
-0.00174,,0.001151075
-0.0038,,0.000451612
-0.00199,,0.000319603
-0.00405,,0.000249667
0.00795,,0.011246768
0.0078,,0.011361856
-0.00122,,0.004540733
-0.00046,,-0.002519966
-0.00141,,0.003305193
-0.00205,,0.001690231
-0.00029,,-0.000738364
0.00136,,0.003785203
0.00565,,0.003509475
0.00039,,0.000334093
-0.00643,,-0.003770716
-0.00551,,-0.006743062
-0.00029,,-0.003348275
-0.00564,,-0.00325856
-0.00045,,0.003160612
0.00046,,-0.002286355
-0.00053,,-0.004985156
-0.00465,,-0.004603953
0.00174,,0.002861344
-0.00165,,0.0034824
-0.00156,,-0.00048927
-0.00267,,-0.00382586
-0.00053,,0.003615873
0.00556,,0.008741507
-0.00592,,-0.004865726
-0.00478,,-0.004413493
-0.00414,,-0.008207919
